data-start,time,data-today,latitude,longitude,data-geopoint_test-altitude,data-geopoint_test-accuracy,data-select_country,data-datetime_test,data-select_soundwatchvessel,data-Boat_Driver,data-vessel,data-action,data-kayak_num,data-incidents,,data-select_previous,data-photos,data-photo_number,data-select_whaleinfo,data-species,data-select_pod,data-whaleinformation,data-select_behavior,data-changeinbehavior,data-select_wwf,data-vesselswwf,data-select_kayakwwf,data-sentinel,data-Comments,data-initials,data-meta-instanceID
5/24/2022,13:10,24/05/22,48.9443524,-123.0794364,-15.44542461,4.999,USA,24/05/22 13:10,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_n,SRKWs,J,,behavior_y,Dive pattern changed,wwf_n,,,Research_Monitoring,,CBM,uuid:27162a31-31cc-4035-9c13-ccf555ff3c68
5/24/2022,13:13,24/05/22,48.939232,-123.0853975,-15.58941455,4.861,USA,24/05/22 13:14,Raydiance,Alanna,PS,WO,,"high_speed_within_1km, travel_behind100_400yds","high speed within 1km, travel behind100 400yds",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_y,Change of direction,wwf_n,,kayakwwf_n,Research_Monitoring,Chased down whales,CBM,uuid:4f0ddb45-b98b-4581-8a67-b856895f5aea
5/26/2022,11:03,26/05/22,48.5641837,-123.1868307,-11.84100229,5.527,USA,26/05/22 11:04,Raydiance,Ciera,CA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,,MMS,uuid:3aff37bd-2f4f-4353-9255-d0be0ed6f273
5/26/2022,11:10,26/05/22,48.567773,-123.1901378,-11.49554729,9.648,USA,26/05/22 11:10,Raydiance,Cierra,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,kayakwwf_n,,,MMS,uuid:28d7da50-c164-435f-a862-c4712dbc1c75
5/26/2022,11:19,26/05/22,48.5714783,-123.1934707,-9.889871274,4.914,USA,26/05/22 11:20,Raydiance,Ciera,CA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,,MMS,uuid:df2f2b01-4e97-4509-8ba4-f5e1a7ce8c59
5/26/2022,11:39,26/05/22,48.5831217,-123.2051616,-13.21915187,7.38,USA,26/05/22 11:40,Raydiance,Ciera,PM,T,,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,kayakwwf_n,Research_Monitoring,,Mms,uuid:ecde12a7-2e7b-425d-8f83-e7e796e9ce4a
5/26/2022,12:01,26/05/22,48.5799549,-123.200332,-14.59586494,8.18,USA,26/05/22 12:01,Raydiance,Ciera,PM,T,,"high_speed_within_1km, 400yd_inthepath","high speed within 1km, 400yd inthepath",contact_no,photo_n,,whaleinfo_n,SRKWs,J,,behavior_y,Dive pattern change; longer dive,wwf_n,1,,Research_Monitoring,,Mms,uuid:40205971-a2df-429b-ae78-3702eefd28f5
5/26/2022,13:10,26/05/22,48.6346002,-123.2076732,-15.86069548,9.658,USA,26/05/22 13:10,Raydiance,Ciera,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:8f0fb40d-d71c-4eb7-bbd8-600ec68f0ff5
5/26/2022,13:11,26/05/22,48.6359954,-123.2074195,-14.68349497,6.764,USA,26/05/22 13:12,Raydiance,Ciera,GC,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,Us border security,Mms,uuid:7adbac87-9d9a-419c-9d9b-5f76c5946ce2
5/26/2022,14:28,26/05/22,48.7176858,-123.2375415,-9.933020266,5.237,Canda,26/05/22 14:29,Raydiance,Ciera,PM,T,,"high_speed_within_1km, inshore_of_whales, no_go_zone","high speed within 1km, inshore of whales, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,Research_Monitoring,In Pender sanctuary zon,Mms,uuid:8c58e1df-b567-4a67-8d9c-81b6c9429d74
5/27/2022,12:19,27/05/22,48.7570966,-123.0742882,-18.02717212,11.806,Canda,27/05/22 12:20,Raydiance,Jess,PM,T,,"high_speed_within_1km, inshore_of_whales","high speed within 1km, inshore of whales",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,In path,Mms,uuid:b605ea53-8c8b-4f61-8062-fbe05ee8c7dd
5/27/2022,12:25,27/05/22,48.7575513,-123.0761096,-18.40737575,8.638,Canda,27/05/22 12:25,Raydiance,Jess,PM,T,,"high_speed_within_1km, 100_yards_under_power, shutdown_within100yds","high speed within 1km, 100 yards under power, shutdown within100yds",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,Within saturna sanctuary zone,Mms,uuid:8ea91890-572a-479d-b800-c7d0cd8da5d3
5/27/2022,13:47,27/05/22,48.6920747,-123.2396987,-19.26879121,7.498,USA,27/05/22 13:47,Raydiance,Jess,PM,T,,"high_speed_within_1km, 400yd_inthepath, 300_yards_under_power","high speed within 1km, 400yd inthepath, 300 yards under power",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,,,,1,,Research_Monitoring,,MMS,uuid:90f35230-8391-4598-9c18-1065359a359d
5/27/2022,14:46,27/05/22,48.6673423,-123.2275888,56.90000153,8.769,USA,27/05/22 14:46,Raydiance,Jess,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,,,wwf_n,1,,Research_Monitoring,,Mms,uuid:be1850ce-1c3d-444f-88dc-d92ac6355966
5/27/2022,14:50,27/05/22,48.6664608,-123.2265191,56.90000153,5.058,USA,27/05/22 14:51,Raydiance,Jess,PM,WO,,300_yards_under_power,300 yards under power,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,Shutdown,Mms,uuid:414634a4-a570-4f21-a8f3-95c27de906bb
5/27/2022,15:07,27/05/22,48.6395276,-123.2121977,-14.77664744,7.324,USA,27/05/22 15:07,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:5106ec39-d525-4124-931a-bcf22ff18ad0
5/27/2022,15:08,27/05/22,48.6387322,-123.2114905,-12.31368703,5.786,USA,27/05/22 15:08,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,kayakwwf_n,Research_Monitoring,,Mms,uuid:b01ad66d-2b45-4cfe-b54b-f3706589bf2d
5/27/2022,15:56,27/05/22,48.5997885,-123.2071287,-16.94000441,5.395,USA,27/05/22 15:56,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:62faa2d9-f238-4543-adec-38701f884470
5/28/2022,10:48,28/05/22,48.4985207,-123.1454032,-18.9903878,8.177,USA,28/05/22 10:48,Raydiance,Alanna,PK,T,2,paddle_whale,paddle whale,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,kayakwwf_y,Research_Monitoring,,Mms,uuid:87d034e0-7a89-4aa6-af26-e5918b18dbb7
5/28/2022,10:49,28/05/22,48.4966849,-123.1432032,-18.50004626,8.415,USA,28/05/22 10:50,Raydiance,Alanna,PM,T,,"inshore_of_whales, no_go_zone","inshore of whales, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:fadc7b45-046b-432d-a120-7ffb448fa501
5/28/2022,10:57,28/05/22,48.491744,-123.135856,-17.21857835,7.795,USA,28/05/22 10:57,Raydiance,Alanna,PM,T,,"high_speed_within_1km, no_go_zone, inshore_of_whales","high speed within 1km, no go zone, inshore of whales",,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:9bc2e7f6-67ba-4a48-89b1-d8e9de39059a
5/28/2022,10:58,28/05/22,48.4917313,-123.1346968,-16.74350605,6.897,USA,28/05/22 10:59,Raydiance,Alanna,PA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:475e601d-df7d-4f36-81b9-90d50af10125
5/28/2022,11:12,28/05/22,48.4951658,-123.1308882,-15.61988539,4.98,USA,28/05/22 11:13,Raydiance,Alanna,PM,F,0,"300_yards_under_power, inshore_of_whales, fishing_within200yds","300 yards under power, inshore of whales, fishing within200yds",contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,Research_Monitoring,Resurrection,CPM,uuid:38aa411d-89c3-4b2f-84b6-0e3234b1f77f
5/28/2022,11:19,28/05/22,48.4947148,-123.1302344,-17.58555369,4.682,USA,28/05/22 11:19,Raydiance,Alanna,PM,WO,0,"200_yards_under_power, 300_yards_under_power, travel_behind100_400yds","200 yards under power, 300 yards under power, travel behind100 400yds",contact_yes,photo_y,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,Research_Monitoring,Resurrection,CPM,uuid:ff6d18ae-b139-4037-874d-8620ec5893ae
5/28/2022,11:24,28/05/22,48.494394,-123.1300966,-17.25287271,4.491,USA,28/05/22 11:24,Raydiance,Alanna,PM,T,0,"inshore_of_whales, 200_yards_under_power, 300_yards_under_power, 100_yards_under_power","inshore of whales, 200 yards under power, 300 yards under power, 100 yards under power",contact_yes,photo_y,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,Research_Monitoring,Resurrection,CPM,uuid:a7bfe843-e050-4027-bbef-b38056806dd2
5/28/2022,11:33,28/05/22,48.4923324,-123.1249382,-16.92863796,4.877,USA,28/05/22 11:33,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,CPM,uuid:049047c2-9e7e-4621-b7ec-aca1267611e0
5/28/2022,11:37,28/05/22,48.4904271,-123.1224822,-16.68091691,4.739,USA,28/05/22 11:37,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,,,CPM,uuid:554671bf-53e5-4288-9781-b87c3f974e80
5/28/2022,11:48,28/05/22,48.48435,-123.1195151,-16.29231259,4.92,USA,28/05/22 11:48,Raydiance,Alanna,PM,T,0,"high_speed_within_1km, inshore_of_whales, no_go_zone","high speed within 1km, inshore of whales, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,Research_Monitoring,,CPM,uuid:4a3069b1-5b3f-4416-a723-c207e7f7f582
5/28/2022,11:51,28/05/22,48.4847962,-123.1210969,-16.65376149,4.774,USA,28/05/22 11:51,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,Research_Monitoring,,CPM,uuid:bc7ae180-6a76-4c7a-8475-249744e02894
5/28/2022,11:55,28/05/22,48.4868172,-123.1297922,-15.50956896,4.609,USA,28/05/22 11:55,Raydiance,Alqnna,CA,WO,0,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,1,,,"Kenmore Air, circling",CPM,uuid:ce9cf2f7-ae20-4398-b5ed-163a2c272be1
5/28/2022,12:17,28/05/22,48.4792535,-123.1192146,-18.35664748,5.758,USA,28/05/22 12:17,Raydiance,Alanna,CA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_y,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,Research_Monitoring,,Mms,uuid:737d3c99-dc42-47a0-9a95-cb4d4e9ae3bf
5/28/2022,12:37,28/05/22,48.4767246,-123.1175348,-18.21109137,21.487,USA,28/05/22 12:38,Raydiance,Alanna,CA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,,Mms,uuid:4685adb9-dd2b-4146-9aa0-342686ed70d9
5/28/2022,12:50,28/05/22,48.4842073,-123.1209323,-18.50452141,18.134,USA,28/05/22 12:51,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,"Research_Monitoring, Enforcement","Sea Ray, OR 548 PJ Spoke to Soundwatch and WDFW",CPM,uuid:ff9d4e67-e4a1-4d06-9046-cb03c9d42728
5/28/2022,13:53,28/05/22,48.5097455,-123.1617383,-17.99412371,6.408,USA,28/05/22 13:53,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,Research_Monitoring,,Mms,uuid:eeb0a3d7-7351-4cc7-8e41-dfcdc163976e
5/28/2022,13:54,28/05/22,48.5115224,-123.163229,-15.07900626,8.68,USA,28/05/22 13:54,Raydiance,Alanna,PM,T,,"shutdown_within200yds, no_go_zone","shutdown within200yds, no go zone",contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,Mms,uuid:19d40a50-e0fc-4719-83e4-43c35b19bef0
5/28/2022,13:56,28/05/22,48.5130229,-123.1635341,-15.31433766,7.083,USA,28/05/22 13:56,Raydiance,Alanna,PK,T,2,paddle_whale,paddle whale,,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,kayakwwf_y,,,Mms,uuid:9568cfd5-b056-402e-9a24-dfbc932821e6
5/28/2022,14:03,28/05/22,48.5157898,-123.1578516,-14.92532087,17.23,USA,28/05/22 14:03,Raydiance,Alanna,PM,WO,,"no_go_zone, 400yd_inthepath","no go zone, 400yd inthepath",contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,Mms,uuid:1b7f1779-e2e5-4049-8265-eb943f7c7449
5/28/2022,14:07,28/05/22,48.5156624,-123.1583267,-12.20000076,4.825,USA,28/05/22 14:07,Raydiance,Alanna,PM,T,,inshore_of_whales,inshore of whales,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,Mms,uuid:92a14156-9177-48f4-b695-ec2342b77569
5/28/2022,14:41,28/05/22,48.545729,-123.1753159,-12.48382735,5.344,USA,28/05/22 14:41,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,Research_Monitoring,,Mms,uuid:014d6407-f834-40c7-9ed1-c224d59cf67a
5/28/2022,14:42,28/05/22,48.5475191,-123.1720296,-13.52253672,5.694,USA,28/05/22 14:42,Raydiance,Alanna,PM,T,,"inshore_of_whales, high_speed_within_1km, no_go_zone","inshore of whales, high speed within 1km, no go zone",contact_no,photo_y,3673_3674,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,Mms,uuid:78855cea-5293-4589-9469-0d9f732253cb
5/28/2022,14:59,28/05/22,48.5621484,-123.1892115,-14.96347944,4.689,USA,28/05/22 14:59,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,WN 2163 MF,CPM,uuid:71978ec5-0672-4662-9c26-bf96d096268e
5/28/2022,15:07,28/05/22,48.575618,-123.1965811,-15.06753371,3.9,USA,28/05/22 15:08,Raydiance,Alanna,PM,WO,0,400yd_inthepath,400yd inthepath,contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,Voyager,CPM,uuid:593bd629-7ae5-4bf1-9e1d-24e5bd7cdb99
5/28/2022,15:09,28/05/22,48.5785702,-123.1993938,-14.35420496,4.764,USA,28/05/22 15:09,Raydiance,Alanna,PM,WO,0,"high_speed_within_1km, 400yd_inthepath, 200_yards_under_power, 300_yards_under_power, shutdown_within100yds","high speed within 1km, 400yd inthepath, 200 yards under power, 300 yards under power, shutdown within100yds",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_y,Stopped surfacing,wwf_n,2,,Research_Monitoring,Safeboat from snug,CPM,uuid:203b18fa-f204-463d-b436-4c9de8f40c16
5/28/2022,15:24,28/05/22,48.5974549,-123.2056908,-11.44993884,4.162,USA,28/05/22 15:24,Raydiance,Alanna,PM,WO,0,"travel_behind100_400yds, 300_yards_under_power","travel behind100 400yds, 300 yards under power",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,PartnerShip,CPM,uuid:7c0b4055-8740-4820-b8e5-c35d019eddfd
5/28/2022,15:34,28/05/22,48.6056396,-123.2039727,-9.230183589,3.9,USA,28/05/22 15:34,Raydiance,Alanna,EC,WO,0,"high_speed_within_1km, fast_departurewithin400yds, cwwlp_withinhalfmile_month","high speed within 1km, fast departurewithin400yds, cwwlp withinhalfmile month",contact_yes,photo_n,,whaleinfo_y,SRKWs,J,J27,behavior_unk,,wwf_n,2,,Research_Monitoring,CWW Empress,CPM,uuid:c018baae-9e18-4f3d-907d-4cd5aca9050a
5/28/2022,16:04,28/05/22,48.6310197,-123.1848768,-21.1410148,37.159,USA,28/05/22 16:05,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,Five star supercat,Mms,uuid:6dd65cac-86b4-4322-b91f-dd699a4c457a
5/28/2022,16:06,28/05/22,48.6307555,-123.1848303,-20.87675196,22.536,USA,28/05/22 16:06,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,Orca mist,Mms,uuid:484a7cbb-9276-4d2e-8c39-b3817c18433c
5/28/2022,16:09,28/05/22,48.6285096,-123.187816,-21.18928871,5.772,USA,28/05/22 16:09,Raydiance,Alanna,EC,T,,"high_speed_within_1km, cwwlp_withinhalfmile_month","high speed within 1km, cwwlp withinhalfmile month",contact_no,photo_n,,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,Research_Monitoring,Black zodiac,Mms,uuid:6152cc88-7556-4556-ae86-a5912d8fafc3
5/28/2022,14:58,28/05/22,48.5609814,-123.1881565,-16.06402936,4.951,USA,28/05/22 14:58,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,Omega,CPM,uuid:1ccd2c3e-4695-4b6e-a505-74bc33b9c41d
5/30/2022,11:02,30/05/22,48.4769422,-123.0999198,-18.162757,4.894,USA,30/05/22 11:03,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_y,3675,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,0,,Research_Monitoring,knot irish,CPM,uuid:7a9f1a38-893b-4e66-9634-a7776ea2d937
5/30/2022,11:33,30/05/22,48.4729057,-123.0942295,-15.73138641,4.503,USA,30/05/22 11:34,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_y,IMG_3761,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,kayakwwf_n,,,Emv,uuid:682c167d-0e27-4a22-99ae-65bac4ee3435
5/30/2022,11:38,30/05/22,48.4744321,-123.0998896,-15.87239672,22.299,USA,30/05/22 11:38,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_y,IMG_3763,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,1,,,,Emv,uuid:1fa619da-6965-413f-83d2-3b973e0a330a
5/30/2022,12:07,30/05/22,48.4839852,-123.1306149,-16.93353479,4.987,USA,30/05/22 12:07,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,,,CPM,uuid:26f88c49-ce09-4803-be57-24430548e105
5/30/2022,12:10,30/05/22,48.4850456,-123.1311534,-17.01910937,4.944,USA,30/05/22 12:10,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_y,IMG_3767,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,3,,,,Emv,uuid:315589a2-637b-4471-80ea-930a4549a8d7
5/30/2022,12:12,30/05/22,48.4864858,-123.1319374,-16.5120859,11.186,USA,30/05/22 12:13,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_y,IMG_3770,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,Emv,uuid:958e2d1c-249f-4f10-a0e7-dfc9dc153ea4
5/30/2022,12:21,30/05/22,48.4921541,-123.123454,-17.30531781,4.572,USA,30/05/22 12:21,Raydiance,Alanna,PM,T,,"inshore_of_whales, high_speed_within_1km, no_go_zone, incorrectfast_approach, travel_behind100_400yds","inshore of whales, high speed within 1km, no go zone, incorrectfast approach, travel behind100 400yds",contact_no,photo_y,IMG_3776,whaleinfo_y,SRKWs,J,,behavior_y,Group pushed offshore to avoid incoming boat,wwf_n,3,,Enforcement,,Emv,uuid:4a21b9f5-9247-4efc-883b-1a552f1635fc
5/30/2022,12:24,30/05/22,48.4915699,-123.1271435,-17.69170357,4.149,USA,30/05/22 12:25,Raydiance,Alanna,EU,T,,"inshore_of_whales, high_speed_within_1km, no_go_zone, 300_yards_under_power, travel_behind100_400yds, incorrectfast_approach, cwwlp_withinhalfmile_month","inshore of whales, high speed within 1km, no go zone, 300 yards under power, travel behind100 400yds, incorrectfast approach, cwwlp withinhalfmile month",contact_no,photo_y,3782,whaleinfo_y,SRKWs,J,,behavior_y,"Pushed offshore, longer dives",wwf_n,2,,Research_Monitoring,"Idle worship, WN 2864 RN, Rand R charters",CPM,uuid:f0284145-d198-421d-8eeb-09c92197fddb
5/30/2022,12:28,30/05/22,48.4904886,-123.1275317,-17.54183826,4.467,USA,30/05/22 12:28,Raydiance,Alanna,EU,WO,,"inshore_of_whales, 300_yards_under_power, high_speed_within_1km, travel_behind100_400yds, cwwlp_withinhalfmile_month","inshore of whales, 300 yards under power, high speed within 1km, travel behind100 400yds, cwwlp withinhalfmile month",contact_yes,photo_y,3787,whaleinfo_y,SRKWs,J,,behavior_y,Longer dives,wwf_n,2,,Research_Monitoring,Idle Worship,CPM,uuid:50fa57a6-1dd1-4f9c-a11e-179a9cbb3e91
5/30/2022,12:29,30/05/22,48.4894639,-123.1274149,-17.84705997,4.58,USA,30/05/22 12:30,Raydiance,Alanna,EU,WO,0,"inshore_of_whales, 200_yards_under_power, 300_yards_under_power, no_go_zone, cwwlp_withinhalfmile_month","inshore of whales, 200 yards under power, 300 yards under power, no go zone, cwwlp withinhalfmile month",contact_yes,photo_y,3791,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,Research_Monitoring,Idle Worship,CPM,uuid:0f10e24c-dd3a-48bd-9121-48c6bd294f82
5/30/2022,12:37,30/05/22,48.4841147,-123.130827,-18.8739711,4.693,USA,30/05/22 12:38,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_y,3803,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,,CPM,uuid:f61a456e-6b43-4406-8396-1af28d12b8c9
5/30/2022,12:39,30/05/22,48.4853211,-123.1319547,-19.17847953,4.9,USA,30/05/22 12:40,Raydiance,Alanna,PM,WO,0,"400yd_inthepath, travel_behind100_400yds","400yd inthepath, travel behind100 400yds",contact_yes,,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,Fish and Ships,CPM,uuid:52d85eb0-513a-4dc1-948a-47f26575f9f8
5/30/2022,12:45,30/05/22,48.4854864,-123.1346144,-19.14088295,4.819,USA,30/05/22 12:45,Raydiance,Alanna,PM,WO,,"high_speed_within_1km, inshore_of_whales, fast_departurewithin400yds","high speed within 1km, inshore of whales, fast departurewithin400yds",contact_yes,photo_y,3804-3805,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,Fish and Ships,CPM,uuid:f3dc9671-ed50-46af-a327-9505b2bfc26f
5/30/2022,13:06,30/05/22,48.4911836,-123.1454,-19.4390717,4.713,USA,30/05/22 13:06,Raydiance,Alanna,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,3808,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,,,CPM,uuid:71e4638c-0f2f-451d-8031-e2c39d94bf06
5/30/2022,13:18,30/05/22,48.4977816,-123.1467573,-19.8475958,4.902,USA,30/05/22 13:19,Raydiance,Alanna,CA,WO,0,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_y,3813,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,,"Circling, flying low",CPM,uuid:22f9745a-57f6-43b3-be0b-c6a60e8ebfd7
5/30/2022,13:24,30/05/22,48.5028438,-123.1524197,-19.31921396,4.926,USA,30/05/22 13:24,Raydiance,Alanna,PM,T,0,"high_speed_within_1km, 400yd_inthepath, fast_departurewithin400yds, incorrectfast_approach, 300_yards_under_power","high speed within 1km, 400yd inthepath, fast departurewithin400yds, incorrectfast approach, 300 yards under power",contact_no,photo_y,,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,Research_Monitoring,"Salish Pearl mmsi:338421941 Roche Harbor, negative radio contact",CPM,uuid:2f6d6885-7e47-4463-8fe0-1ca2afd54203
5/30/2022,13:38,30/05/22,48.5108517,-123.1581467,-12.06003057,4.957,USA,30/05/22 13:39,Raydiance,Alanna,EK,WO,5,"paddle_whale, sprdkayaks_whale, 400yd_inthepath","paddle whale, sprdkayaks whale, 400yd inthepath",contact_no,photo_y,3833,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,kayakwwf_y,Research_Monitoring,,CPM,uuid:62d2ab4b-f125-4df5-8500-fd3a62cc587d
5/30/2022,14:02,30/05/22,48.5214261,-123.1658966,-12.41618698,4.24,USA,30/05/22 14:02,Raydiance,Alanna,EU,WO,0,"inshore_of_whales, no_go_zone, 400yd_inthepath, travel_behind100_400yds, shutdown_within200yds, cwwlp_withinhalfmile_month","inshore of whales, no go zone, 400yd inthepath, travel behind100 400yds, shutdown within200yds, cwwlp withinhalfmile month",contact_no,photo_y,3840,whaleinfo_y,SRKWs,J,,behavior_n,,wwf_n,2,,,,CPM,uuid:d6637fd5-d087-4408-9ae5-7c068aefd7cb
5/30/2022,14:07,30/05/22,48.5237559,-123.1662035,-12.81453074,4.807,USA,30/05/22 14:07,Raydiance,Alanna,PS,T,,"high_speed_within_1km, no_go_zone","high speed within 1km, no go zone",contact_no,photo_y,3841,whaleinfo_y,SRKWs,J,,behavior_unk,,wwf_n,2,,,Toucan play,CPM,uuid:6504ddf9-8128-44dd-92fe-b13d2c9c4cef
