data-start,time,data-today,latitude,longitude,data-geopoint_test-altitude,data-geopoint_test-accuracy,data-select_country,data-datetime_test,data-select_soundwatchvessel,data-Boat_Driver,data-vessel,data-action,data-kayak_num,data-incidents,,data-select_previous,data-photos,data-photo_number,data-select_whaleinfo,data-species,data-select_pod,data-whaleinformation,data-select_behavior,data-changeinbehavior,data-select_wwf,data-vesselswwf,data-select_kayakwwf,data-sentinel,data-Comments,data-initials,data-meta-instanceID
9/8/2022,10:50,8/9/2022,48.4646074,-123.0786748,-18.70408965,4.953,USA,8/9/22 10:51,Raydiance,Alanna,PM,F,,"inshore_of_whales, no_go_zone","inshore of whales, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,2,kayakwwf_na,,,Ceo,uuid:5cdba408-c45f-403a-84c9-98b3ce55694a
9/8/2022,11:22,8/9/2022,48.4695333,-123.0909075,-19.7971536,4.795,USA,8/9/22 11:22,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,2,kayakwwf_na,Research_Monitoring,,Ceo,uuid:b2100aac-77c8-49d1-a848-d3044882004f
9/8/2022,12:07,8/9/2022,48.470604,-123.0823489,-17.24816403,7.338,USA,8/9/22 12:07,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,2,kayakwwf_na,,,CPM,uuid:e1ccb54f-8556-4210-977f-13025f43e2b2
9/8/2022,12:23,8/9/2022,48.4742538,-123.0827436,-20.15813568,6.928,USA,8/9/22 12:23,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,Wizard,CPM,uuid:0244ea57-df38-4861-9ff1-eb3eb9d09064
9/8/2022,12:24,8/9/2022,48.4738993,-123.0825102,-16.57262732,5.728,USA,8/9/22 12:24,Raydiance,Alanna,PM,F,0,high_speed_within_1km,high speed within 1km,contact_yes,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,Jahooligan,CPM,uuid:f3ee263e-ffcd-4d6d-b35a-3813c0ab0250
9/8/2022,12:26,8/9/2022,48.4734332,-123.0815665,-16.32974288,4.645,USA,8/9/22 12:26,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,,CPM,uuid:cbdbb5a9-aa1f-4573-894c-fc322c3435f1
9/8/2022,13:04,8/9/2022,48.4703587,-123.0884769,-16.29639982,4.416,USA,8/9/22 13:05,Raydiance,Alanna,R,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,NOAA d tag boat,Ceo,uuid:15bdc45e-fcd9-40bd-9816-df9c7b876ac8
9/8/2022,13:08,8/9/2022,48.4706055,-123.0911703,-16.95201658,4.211,USA,8/9/22 13:09,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,,,Ceo,uuid:69ba7983-0af9-458b-969c-74ca5d3a61ea
9/8/2022,13:38,8/9/2022,48.4773654,-123.0997701,-14.95298093,4.423,USA,8/9/22 13:38,Raydiance,Alanna,PK,WO,,"400yd_inthepath, paddle_whale, kayaks_outsideSJIzone","400yd inthepath, paddle whale, kayaks outsideSJIzone",contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_y,Direction change,wwf_n,1,kayakwwf_n,,Two private kayaks; check IMGs 8446 & 8453,Ceo,uuid:7ec7d0ec-f2e7-43fb-9e2b-d3445268ab1b
9/8/2022,14:34,8/9/2022,48.4508644,-123.0771185,-16.94945589,9.42,USA,8/9/22 14:34,Raydiance,Alanna,PM,T,,"inshore_of_whales, high_speed_within_1km, no_go_zone","inshore of whales, high speed within 1km, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,,CPM,uuid:59d8436d-49d1-44fb-813f-47c7ec0bd117
9/8/2022,15:09,8/9/2022,48.4496075,-123.0543326,-16.52947081,4.787,USA,8/9/22 15:09,Raydiance,Alanna,PM,T,,"high_speed_within_1km, 300_yards_under_power","high speed within 1km, 300 yards under power",contact_no,photo_n,,whaleinfo_y,SRKWs,"K, J",,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,Previously spoke to straitwatch,Ceo,uuid:cb71b0f1-8ad2-4e7f-9b98-7c8cb27ba3eb
9/8/2022,16:04,8/9/2022,48.4578975,-123.0729735,-18.87678518,6.809,USA,8/9/22 16:05,Raydiance,Alanna,PM,T,,"inshore_of_whales, high_speed_within_1km, no_go_zone","inshore of whales, high speed within 1km, no go zone",contact_no,photo_n,,whaleinfo_y,SRKWs,"J, K",,behavior_n,,wwf_n,2,kayakwwf_na,Research_Monitoring,,CPM,uuid:295daaf5-779b-4234-a5ad-b4336b2d113e
9/11/2022,13:18,11/9/2022,48.3445652,-123.4636376,-11.12689665,4.783,Canda,11/9/22 13:18,Raydiance,Alanna,PM,T,,"high_speed_within_1km, 300_yards_under_power, 400_yards_under_power, 400yd_inthepath","high speed within 1km, 300 yards under power, 400 yards under power, 400yd inthepath",contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,2,kayakwwf_na,Research_Monitoring,,Ceo,uuid:30e0a3c7-0d28-4c7e-a77e-97647d52c555
9/11/2022,13:53,11/9/2022,48.3650851,-123.3962719,-8.146823056,4.536,Canda,11/9/22 13:53,Raydiance,Alanna,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,,Ceo,uuid:9ed070dd-699c-4f79-8cb0-e2c0f48b27cf
9/11/2022,13:56,11/9/2022,48.3689816,-123.3856824,-8.012944258,4.985,Canda,11/9/22 13:56,Raydiance,Alanna,EC,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,Goldwing,Ceo,uuid:99db5808-ffb6-4f93-805f-d5bc0cc3ec10
9/11/2022,13:58,11/9/2022,48.370786,-123.3790384,-7.764147801,4.639,Canda,11/9/22 13:58,Raydiance,Alanna,EC,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,Prince of whales boat,Ceo,uuid:92f38a96-f834-44e4-88c2-66bcd139d276
9/11/2022,14:17,11/9/2022,48.3770174,-123.3253373,-13.83077106,4.985,Canda,11/9/22 14:17,Raydiance,Alanna,PM,T,0,high_speed_within_1km,high speed within 1km,contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,,CPM,uuid:8b91c31d-f595-410a-a729-5fbaaa5458b4
9/11/2022,16:08,11/9/2022,48.4739945,-123.0949792,-12.87576651,4.137,USA,11/9/22 16:08,Raydiance,Alanna,PM,WO,,"travel_behind100_400yds, no_go_zone, 300_yards_under_power, 200_yards_under_power","travel behind100 400yds, no go zone, 300 yards under power, 200 yards under power",contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,WN 7673 SW,Ceo,uuid:ddaa85ea-9922-4230-9d71-c521f4461872
9/11/2022,16:29,11/9/2022,48.4844215,-123.1190897,-10.56470862,5.566,USA,11/9/22 16:29,Raydiance,Alanna,PM,T,0,"high_speed_within_1km, no_go_zone, inshore_of_whales","high speed within 1km, no go zone, inshore of whales",contact_no,photo_n,,whaleinfo_y,SRKWs,"J,L",Js plus L12s,behavior_n,,wwf_n,1,kayakwwf_na,Research_Monitoring,,CPM,uuid:dc426454-d0dd-4116-a1cd-63e67137aea1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total # of incidents,,299,,,100 yrds,11,,,,,,,,,,,,,,,
,,,,,,,,,,Total # of violations,,560,**currently excluding within 200 refuge and cwwlp violations,,200 yrds,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,300 yrds,45,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,400 yrds,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,in the path,69,,,,,,,,,,,,,,,
,,,,,,,,,,# Boat counts,,285,**excluding IOAs outside ~5min hour or half-hour mark,,inshore,47,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,drone,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fast approach,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fast departure,16,,,,,,,,,,,,,,,
,,,,,,,,,,Overall rate,,3.929824561,,,over 7kt within half mi,190,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fast within 1/4mile whales,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fishing 100y,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fishing 200y,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,paddling,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,kayaks outside sji ngz,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,spread kayaks,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,shutdown within 100 yrd,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,shutdown within 200 yrd,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,shutdown within 300 yrd,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,shutdown within 400 yrd,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sji ngz,56,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,interim sanctuary zone,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,travel behind,20,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,within 1/8 mi,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,within 1/2 mi LK,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,aircraft under1000ft,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,within 200 wildlife refuge,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cwwlp within 1/2 mile outside month,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cwwlp within 1/2 mile outside time,9,,,,,,,,,,,,,,,
