VesselInci,MonitorEve,MonitorE_2,EventLocat,QuadName,Latitude_d,Longitude_d,Latitude_1,Long_1,VesselType,VesselTy_1,Short_titl,CategoryNa,incident_c,Species_Na,Species_co,Notes
5494,7/28/2012,14:30,"Eagle Pt., .5 mi NW",185,48 27.316,123 02.814,48.45526667,-123.0469,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5495,7/28/2012,14:30,"Eagle Pt., .5 mi NW",185,48 27.316,123 02.814,48.45526667,-123.0469,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5495,7/28/2012,14:30,"Eagle Pt., .5 mi NW",185,48 27.316,123 02.814,48.45526667,-123.0469,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5495,7/28/2012,14:30,"Eagle Pt., .5 mi NW",185,48 27.316,123 02.814,48.45526667,-123.0469,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5497,7/28/2012,14:30,"Eagle Pt., .5 mi NW",185,48 27.316,123 02.814,48.45526667,-123.0469,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5498,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5498,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5498,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,Area restriction - SJIVNBZ (1/8mi),Area Restriction,40.6,killer whale - southern resident,SR- oror (SR),
5499,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5499,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5499,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,Area restriction - SJIVNBZ (1/8mi),Area Restriction,40.6,killer whale - southern resident,SR- oror (SR),
5500,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5501,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5502,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5503,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5504,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5505,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5506,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5507,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5508,7/28/2012,15:00,Pile Pt. .75mi S,185,48 28.071,123 04.198,48.46784999,-123.0699667,ecotour CDN,EC,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5520,7/28/2012,17:00,"Beaumont Shoal, 1.5 mi E",228,48 26.871,123 07.385,48.44785,-123.1230833,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5509,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5509,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5509,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5509,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5510,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5510,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5510,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5510,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5511,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
5512,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
5513,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
5514,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
5515,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5515,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5516,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,marine monitoring,MM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5516,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,marine monitoring,MM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5517,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5517,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5518,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5518,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5518,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5518,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5519,7/28/2012,15:30,"Hannah Hts., 1 mi SW",181,48 29.306,123 07.532,48.48843333,-123.1255333,marine monitoring,MM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5521,7/28/2012,17:30,"Beaumont Shoal, 2.25 mi E",228,48 25.975,123 08.154,48.43291667,-123.1359,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
5614,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
5615,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,,,
5615,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,,,
5615,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,non-compliant approach - head on,Approach,04.1,,,
5616,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,non-compliant approach - head on,Approach,04.1,,,
5616,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,,,
5616,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,,,
5617,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,,,
5617,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,,,
5617,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
5618,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
5618,8/3/2012,13:30,"Johns Isl., .5 m S",168,48 39.215,123 09.686,48.65358334,-123.1614333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
5621,8/3/2012,15:00,"Spieden Isl., .5 W",168,48 38.788,123 10.260,48.64646664,-123.171,ecotour CDN,EC,speed > 7knts w/in 400m (coming on scene),Speed,02.1,,,
5621,8/3/2012,15:00,"Spieden Isl., .5 W",168,48 38.788,123 10.260,48.64646664,-123.171,ecotour CDN,EC,non-compliant approach - head on,Approach,04.1,,,
5621,8/3/2012,15:00,"Spieden Isl., .5 W",168,48 38.788,123 10.260,48.64646664,-123.171,ecotour CDN,EC,vessel inshore of whales,Inshore,07.0,,,
5601,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,haulout disturbance,Haulout,32.0,,,
5601,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5602,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5603,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
5604,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
5605,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5606,8/3/2012,13:00,Battleship Isl.0.5mi NE,169,48 37.272,123 11.407,48.62119999,-123.1901167,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,non-compliant approach - head on,Approach,04.1,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,area restriction- Slow Zone,Area Restriction,40.7,,,
5584,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,,,
5588,8/3/2012,12:00,Kellett Bluff .25 mi. SE,176,48 34.988,123 11.691,48.58313332,-123.19485,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,,,
5589,8/3/2012,12:30,"Henry IsI., .5 NW",176,48 35.457,123 12.393,48.59095001,-123.20655,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5590,8/3/2012,12:30,"Henry IsI., .5 NW",176,48 35.457,123 12.393,48.59095001,-123.20655,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5594,8/3/2012,12:30,"Henry IsI., .5 NW",176,48 35.457,123 12.393,48.59095001,-123.20655,private motor,PM,,,,,,
5598,8/3/2012,12:30,"Henry IsI., .5 NW",176,48 35.457,123 12.393,48.59095001,-123.20655,private motor,PM,area restriction - NWR,Area Restriction,40.3,,,
5899,8/4/2012,13:00,Lime Kiln 1mi SW,181,48 30.019,123 09.046,48.50031665,-123.1507667,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,humpback whale,meno,
5901,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,non-compliant approach from behind,Approach,04.2,humpback whale,meno,
5902,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5902,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5903,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5903,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5904,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5904,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,In path 200-400 yds,In Path,03.1A,humpback whale,meno,
5904,8/4/2012,13:30,"Lime Kiln, 3/4mi W",181,48 30.687,123 10.017,48.51145,-123.16695,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5907,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5907,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5908,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5909,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,marine monitoring,MM,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5911,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,humpback whale,meno,
5912,8/4/2012,14:00,"Lime Kiln, 1mi N",176,48 31.303,123 10.556,48.52171666,-123.1759333,private kayak/paddle,PK,kayak - offshore 1/4mile,Kayak Specific,60.4,humpback whale,meno,
5914,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5914,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,humpback whale,meno,
5915,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5915,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,humpback whale,meno,
5916,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,kayak- 200y/183m,Kayak Specific,60.6,humpback whale,meno,
5916,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5916,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,kayak - 100m/yds,Kayak Specific,60.2,humpback whale,meno,
5917,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,kayak- 200y/183m,Kayak Specific,60.6,humpback whale,meno,
5917,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,kayak - 100m/yds,Kayak Specific,60.2,humpback whale,meno,
5917,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private kayak/paddle,PK,vessel within 100m - under power,Within 100 m/yds,05.2,humpback whale,meno,
5918,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,humpback whale,meno,
5919,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,marine monitoring,MM,vessel crossed the path of whales,In Path,03.3,humpback whale,meno,
5920,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,non-compliant approach from behind,Approach,04.2,humpback whale,meno,
5921,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,humpback whale,meno,
5921,8/4/2012,14:30,"County Park, 3/4mi W",176,48 32.505,123 10.853,48.54175002,-123.1808833,private motor,PM,non-compliant approach - head on,Approach,04.1,humpback whale,meno,
5922,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5922,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5923,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5923,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5924,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,Other: DEFINE,Other,10.0,humpback whale,meno,
5925,8/4/2012,15:00,"Kellett Bluff, 0.5mi E",176,48 34.642,123 11.361,48.57736664,-123.18935,private motor,PM,Other: DEFINE,Other,10.0,humpback whale,meno,
5774,8/6/2012,15:00,"kellett Bluff., 1/8mi N",169,0 00.000,0 00.000,48.6266,-123.1794,private motor,PM,In path 200-400 yds,In Path,03.1A,,,
5774,8/6/2012,15:00,"kellett Bluff., 1/8mi N",169,0 00.000,0 00.000,48.6266,-123.1794,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
5775,8/6/2012,15:00,"kellett Bluff., 1/8mi N",169,0 00.000,0 00.000,48.6266,-123.1794,ecotour US,EU,200y/183m- stopped,Within 200m/yds,06.1,,,
5719,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,killer whale - southern resident,SR- oror (SR),
5719,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5719,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5720,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,marine monitoring,MM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5721,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5721,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5721,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5721,8/6/2012,10:00,"Edwards Pt., 1 mi W",181,48 29.605,123 08.845,48.49341666,-123.1474167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5726,8/6/2012,11:30,Sunset Pt. 1/4mi W,176,48 33.500,123 10.570,48.55833333,-123.1761667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5727,8/6/2012,11:30,Sunset Pt. 1/4mi W,176,48 33.500,123 10.570,48.55833333,-123.1761667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5727,8/6/2012,11:30,Sunset Pt. 1/4mi W,176,48 33.500,123 10.570,48.55833333,-123.1761667,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5727,8/6/2012,11:30,Sunset Pt. 1/4mi W,176,48 33.500,123 10.570,48.55833333,-123.1761667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5727,8/6/2012,11:30,Sunset Pt. 1/4mi W,176,48 33.500,123 10.570,48.55833333,-123.1761667,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5728,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak- 200y/183m,Kayak Specific,60.6,,,
5728,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - offshore 1/4mile,Kayak Specific,60.4,,,
5728,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,,,
5729,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak- 200y/183m,Kayak Specific,60.6,,,
5729,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - offshore 1/4mile,Kayak Specific,60.4,,,
5729,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,,,
5730,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak- 200y/183m,Kayak Specific,60.6,,,
5730,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - offshore 1/4mile,Kayak Specific,60.4,,,
5730,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - spread out when whales present,Kayak Specific,60.1,,,
5731,8/6/2012,12:00,"Mitchell Bay, 1mi W",176,48 34.497,123 11.219,48.57495003,-123.1869833,ecotour kayak,EK,kayak - offshore 1/4mile,Kayak Specific,60.4,,,
