start,end,today,geopoint_test:Latitude,geopoint_test:Longitude,geopoint_test:Altitude,geopoint_test:Accuracy,datetime_test,select_soundwatchvessel,Boat_Driver,vessel,action,kayak_num,incidents,ODK conversion,select_previous,select_photo,select_whaleinfo,whaleinformation,select_behavior,changeinbehavior,select_wwf,vesselswwf,select_kayakwwf,Comments,initials,meta:instanceID
Tue Aug 20 21:47:44 UTC 2019,Tue Aug 20 21:48:40 UTC 2019,Tue Aug 20 00:00:00 UTC 2019,48.90021667,-123.06589,-7,3.9,Tue Aug 20 21:47:00 UTC 2019,Raydiance,Tay,PS,T,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_y,whaleinfo_y,J pod,behavior_n,,wwf_n,2,,,Kw,uuid:50ca031f-7682-4455-8c0c-baeb4d1d0fa2
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Tue Aug 20 22:38:41 UTC 2019,Tue Aug 20 22:39:23 UTC 2019,Tue Aug 20 00:00:00 UTC 2019,48.774395,-123.040395,-6.900000095,3.9,Tue Aug 20 22:38:00 UTC 2019,Raydiance,Tay,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_y,whaleinfo_y,T46,behavior_n,,wwf_n,1,,,Kw,uuid:e475b5e5-5126-4fc5-84e2-5943ca54f8e7
Wed Aug 21 18:19:58 UTC 2019,Wed Aug 21 18:20:56 UTC 2019,Wed Aug 21 00:00:00 UTC 2019,48.63195333,-123.17489,-8.100000382,3.9,Wed Aug 21 18:20:00 UTC 2019,Raydiance,T,PM,T,,high_speed_within_1km 100_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,T49a,behavior_unk,,wwf_n,3,,,Em,uuid:cbc92db7-70cc-4bb1-bdf9-f307728e5dce
,,,,,,,,,,,,,,100 yards under power,,,,,,,,,,,,
Sun Aug 25 17:23:13 UTC 2019,Sun Aug 25 17:24:08 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.55236167,-123.1893417,-7.699999809,3.9,Sun Aug 25 17:23:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 300_yards_under_power no_go_zone,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_n,,wwf_n,4,,,Kw,uuid:9e4ded57-6133-4bab-815f-288c440eb37b
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Sun Aug 25 17:29:34 UTC 2019,Sun Aug 25 17:30:32 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.55795,-123.1861,-7.699999809,3.9,Sun Aug 25 17:29:00 UTC 2019,Raydiance,Taylor,PS,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_n,,wwf_n,4,,,Kw,uuid:3eff71ca-4c78-483b-8ef9-58e7f0a0b27e
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Sun Aug 25 17:34:53 UTC 2019,Sun Aug 25 17:35:28 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.56005333,-123.182835,-9.199999809,3.9,Sun Aug 25 17:34:00 UTC 2019,Raydiance,Taylir,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_n,,wwf_n,4,,,Kw,uuid:008a676b-8010-47f8-9b3b-a624e247acf4
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Sun Aug 25 17:52:52 UTC 2019,Sun Aug 25 17:53:53 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.57980167,-123.1896233,-9.199999809,3.9,Sun Aug 25 17:52:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,,,wwf_n,2,,,Kw,uuid:f34fd708-5414-45b3-aca2-6945e062d7c0
Sun Aug 25 18:02:54 UTC 2019,Sun Aug 25 18:03:51 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.58001667,-123.1946717,-9.199999809,3.9,Sun Aug 25 18:02:00 UTC 2019,Raydiance,Taylor,PM,WO,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_y,whaleinfo_y,Jpod,,,wwf_n,4,,,Kw,uuid:d2da3a9d-2099-4404-8bde-c165bc64cc67
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sun Aug 25 18:05:22 UTC 2019,Sun Aug 25 18:06:21 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.58180167,-123.1962517,-9.199999809,3.9,Sun Aug 25 18:05:00 UTC 2019,Raydiance,Taylir,PM,T,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_n,whaleinfo_y,Jpod,,,wwf_n,4,,,Kw,uuid:7385419a-2134-4283-a9f0-b88f9db78bd5
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sun Aug 25 18:12:58 UTC 2019,Sun Aug 25 18:14:54 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.58419333,-123.201695,-9,3.9,Sun Aug 25 18:13:00 UTC 2019,Raydiance,Tay,EK,WO,6,300_yards_under_power 400yd_inthepath paddle_whale,300 yards under power,contact_no,photo_y,whaleinfo_y,Jpod 51,behavior_y,Dive,wwf_n,3,kayakwwf_n,,Em,uuid:56fbcfe5-0062-4f64-a45e-67c3928ecbfb
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,,,paddle whale,,,,,,,,,,,,
Sun Aug 25 18:15:01 UTC 2019,Sun Aug 25 18:17:07 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.58431333,-123.2016183,-9,3.9,Sun Aug 25 18:15:00 UTC 2019,Raydiance,Taylor,PM,WO,,300_yards_under_power,300 yards under power,contact_no,photo_y,whaleinfo_y,,behavior_y,Direction,wwf_n,3,,,Em,uuid:de63aabc-5880-4692-b0ab-b6105f382da3
Sun Aug 25 19:03:48 UTC 2019,Sun Aug 25 22:55:38 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.6261,-123.1993183,-9,3.9,Sun Aug 25 19:03:00 UTC 2019,Raydiance,Taylor,PM,T,San,high_speed_within_1km 300_yards_under_power 400yd_inthepath,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,,,,2,,,Em,uuid:302b647a-2a93-4183-b324-e4d085fa4f3b
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sun Aug 25 21:07:39 UTC 2019,Sun Aug 25 21:09:12 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.62411667,-123.2034717,-9.399999619,3.9,Sun Aug 25 21:07:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath travel_behind100_400yds,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_n,3,,Taylor got photos Really bad!!;,Em,uuid:55b0b79e-b800-44ca-b1fb-64eecea15cfd
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,,,travel behind100 400yds,,,,,,,,,,,,
Sun Aug 25 22:04:43 UTC 2019,Sun Aug 25 22:05:59 UTC 2019,Sun Aug 25 00:00:00 UTC 2019,48.571045,-123.2095933,-7.400000095,3.9,Sun Aug 25 22:04:00 UTC 2019,Raydiance,Tu,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_y,whaleinfo_y,J pod,behavior_n,,wwf_n,3,,,Lw,uuid:0d16a689-9088-4fa5-845d-389dde0bc897
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Thu Aug 29 18:49:56 UTC 2019,Thu Aug 29 18:50:40 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.70271833,-123.2110167,0.00E+00,3.9,Thu Aug 29 18:49:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km paddle_whale,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_y,Dove,wwf_n,2,,,Kw,uuid:4340fef2-72cb-414f-9c4e-de486ee3e81c
,,,,,,,,,,,,,,paddle whale,,,,,,,,,,,,
Thu Aug 29 19:07:15 UTC 2019,Thu Aug 29 19:07:54 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.68703833,-123.24318,0.00E+00,3.9,Thu Aug 29 19:07:00 UTC 2019,Raydiance,Jess,PM,WO,,300_yards_under_power,300 yards under power,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_n,3,,,Kw,uuid:bc658649-843e-4026-b94b-8b710d1ef824
Thu Aug 29 19:20:16 UTC 2019,Thu Aug 29 19:20:57 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.66435,-123.2405967,0.00E+00,3.9,Thu Aug 29 19:20:00 UTC 2019,Raydiance,Jeds,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_n,3,,,Kw,uuid:60d863be-dd1a-4b8a-b6d0-dd52f01dff27
Thu Aug 29 19:22:07 UTC 2019,Sat Aug 31 20:19:18 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.66002667,-123.237795,0.00E+00,3.9,Thu Aug 29 19:22:00 UTC 2019,Raydiance,Jess,PM,WO,,high_speed_within_1km 300_yards_under_power 400yd_inthepath,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,,,wwf_n,3,,"Estiva Yakima, bow riding whales",Kw,uuid:feb1b977-86ad-4ff9-affc-d80f13f80c6d
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Thu Aug 29 19:48:43 UTC 2019,Thu Aug 29 19:49:21 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.62468167,-123.21437,-0.400000006,3.9,Thu Aug 29 19:48:00 UTC 2019,Raydiance,Jess,EU,WO,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_y,whaleinfo_y,Jpod,,,wwf_y,4,,,Kw,uuid:d45135b2-a12e-4d9f-8223-400d9ed8fbfc
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Thu Aug 29 21:13:41 UTC 2019,Thu Aug 29 21:29:43 UTC 2019,Thu Aug 29 00:00:00 UTC 2019,48.51942167,-123.1663267,-7.199999809,3.9,Thu Aug 29 21:13:00 UTC 2019,Raydiance,Jess,,,,drone_violation,drone violation,contact_no,photo_n,whaleinfo_y,Jpod,,,wwf_n,1,kayakwwf_y,Not confirmed,Kw,uuid:5b18942c-4b6e-4b1d-b2c8-325d833043e6
Fri Aug 30 19:00:29 UTC 2019,Fri Aug 30 19:01:39 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.39894667,-123.023275,0.00E+00,3.9,Fri Aug 30 19:00:00 UTC 2019,Raydiance,Jess,EU,WO,,300_yards_under_power,300 yards under power,contact_no,,whaleinfo_n,Jpod,behavior_n,,wwf_y,2,,Western prince,Kw,uuid:bef4ea43-3434-4c40-b58c-bf7e1d91849f
Fri Aug 30 19:57:19 UTC 2019,Fri Aug 30 19:58:02 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.43657,-123.0672367,-3.099999905,3.9,Fri Aug 30 19:57:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,behavior_n,,wwf_n,2,,,Kw,uuid:0cb3d9ee-5b87-4875-91b9-f88a9879b9a1
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Fri Aug 30 19:59:40 UTC 2019,Fri Aug 30 20:00:21 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.437525,-123.06523,-3.099999905,3.9,Fri Aug 30 19:59:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,behavior_n,,wwf_n,2,,,Kw,uuid:5ad4ac65-b300-4ad4-8f06-224ce4a42f96
Fri Aug 30 20:24:49 UTC 2019,Fri Aug 30 20:25:35 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.47029333,-123.0861333,-5.5,3.9,Fri Aug 30 20:24:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,,,wwf_n,3,,,Kw,uuid:f8c99bd5-19ad-403f-8c79-cf3b06cd29a5
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Fri Aug 30 20:34:12 UTC 2019,Fri Aug 30 20:35:04 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.47793667,-123.0969883,-8,3.9,Fri Aug 30 20:34:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath fast_departurewithin400yds,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,,,wwf_n,2,,,Kw,uuid:582680e0-2829-49c8-976c-371de09166ea
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,,,fast departurewithin400yds,,,,,,,,,,,,
Fri Aug 30 21:35:45 UTC 2019,Fri Aug 30 21:36:20 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.48122667,-123.1232067,-8.100000382,3.9,Fri Aug 30 21:35:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,,,wwf_n,2,,,Kw,uuid:47860b39-febc-441e-8aa8-256ff66d3b78
Fri Aug 30 22:35:05 UTC 2019,Fri Aug 30 22:36:15 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,48.47245667,-123.1040967,-7.699999809,3.9,Fri Aug 30 22:35:00 UTC 2019,Raydiance,Jeas,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,behavior_y,Dove,wwf_n,4,,,Kw,uuid:e143b87b-0387-41c1-a8fc-6fa2c625de6f
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Sat Aug 31 19:57:21 UTC 2019,Sat Aug 31 19:58:19 UTC 2019,Sat Aug 31 00:00:00 UTC 2019,48.45452333,-123.0468733,-1.799999952,3.9,Sat Aug 31 19:57:00 UTC 2019,Raydiance,Jess,EU,T,,high_speed_within_1km incorrectfast_approach,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_y,2,,Blackfish,Kw,uuid:d79dc46c-b789-47c9-a8be-3f3231c8482b
,,,,,,,,,,,,,,incorrectfast approach,,,,,,,,,,,,
Sat Aug 31 21:28:04 UTC 2019,Sat Aug 31 21:29:18 UTC 2019,Sat Aug 31 00:00:00 UTC 2019,48.47427167,-123.11532,-2.099999905,3.9,Sat Aug 31 21:28:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power fast_departurewithin400yds,high speed within 1km,contact_no,photo_n,whaleinfo_y,J,behavior_unk,,wwf_n,4,,,Em,uuid:79d722eb-2f35-4ad2-b85a-dadf7d2f6ed3
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,fast departurewithin400yds,,,,,,,,,,,,
Thu Sep 05 18:12:14 UTC 2019,Thu Sep 05 18:12:55 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.47235833,-123.0824933,150,3.9,Thu Sep 05 18:12:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Srkw,behavior_n,,wwf_n,1,,,Kw,uuid:6b6ab360-1e39-4ad6-a2b9-c512e435d7d8
Thu Sep 05 18:16:54 UTC 2019,Thu Sep 05 18:17:31 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.47391833,-123.0881417,150,3.9,Thu Sep 05 18:16:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_n,,wwf_n,2,,,Kw,uuid:a3601ef9-8dc5-4edd-81f5-dd05cef213ca
Thu Sep 05 18:43:53 UTC 2019,Thu Sep 05 18:44:58 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.48469333,-123.1137883,150,3.9,Thu Sep 05 18:43:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath,high speed within 1km,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_n,2,,,Kw,uuid:a10833e3-d795-45f8-b4ba-17d43a20f4dc
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Thu Sep 05 18:52:41 UTC 2019,Thu Sep 05 18:53:21 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.484075,-123.116885,150,3.9,Thu Sep 05 18:52:00 UTC 2019,Raydiance,Jess,PM,WO,,300_yards_under_power no_go_zone,300 yards under power,contact_no,photo_y,whaleinfo_y,Jpod,behavior_n,,wwf_n,3,,,Kw,uuid:7d5cad6b-4579-4b88-b809-cc9a065f6db9
,,,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Thu Sep 05 19:14:00 UTC 2019,Thu Sep 05 19:15:38 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.48069667,-123.134515,88,3.9,Thu Sep 05 19:14:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_y,whaleinfo_y,Blackberry,,,,2,,,Em,uuid:3a16f25f-ed20-45bc-afa9-03ecffd38e21
Thu Sep 05 19:21:21 UTC 2019,Thu Sep 05 19:23:39 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.480115,-123.128925,88,3.9,Thu Sep 05 19:21:00 UTC 2019,Raydiance,Jess,MF,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_yes,photo_y,whaleinfo_y,J,behavior_y,Dive,wwf_n,2,,,Em,uuid:ebe60fa2-bfc5-4ab3-9c68-cda374bc8d25
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Thu Sep 05 20:52:45 UTC 2019,Thu Sep 05 20:55:52 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.42639,-123.0324967,-7.400000095,3.9,Thu Sep 05 20:52:00 UTC 2019,Raydiance,Jrds,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Jpod,behavior_unk,,wwf_y,2,,,Em,uuid:bca514e7-ff28-4c3f-b098-b9ff86fd7568
Thu Sep 05 21:51:19 UTC 2019,Thu Sep 05 21:54:28 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.39106833,-123.033485,-7.400000095,3.9,Thu Sep 05 21:51:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,J,behavior_unk,,wwf_n,3,,,Em,uuid:87c2136e-d50d-49ea-a454-69f403ef5cd9
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Thu Sep 05 22:17:03 UTC 2019,Thu Sep 05 22:17:42 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.38606333,-123.0154333,-7.599999905,3.9,Thu Sep 05 22:17:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,J pod,behavior_n,,wwf_n,3,,,Kw,uuid:d0b52d48-34cc-45b7-b0a2-d3c93df7c91b
Thu Sep 05 22:31:44 UTC 2019,Thu Sep 05 22:32:25 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.37107667,-123.0090883,-7.599999905,3.9,Thu Sep 05 22:31:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km 300_yards_under_power,high speed within 1km,contact_no,photo_n,whaleinfo_y,J k pod,behavior_y,Dove,wwf_n,4,,,Kw,uuid:5a5792f9-8fd1-4b39-ade3-02ef3d6fd2e1
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
Thu Sep 05 22:39:06 UTC 2019,Thu Sep 05 22:39:56 UTC 2019,Thu Sep 05 00:00:00 UTC 2019,48.36377,-123.0063717,-7.599999905,3.9,Thu Sep 05 22:39:00 UTC 2019,Raydiance,Jess,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,J k pod,behavior_n,,wwf_n,4,,,Kw,uuid:e00bb12e-4975-4620-a4f8-509f4817b6d0
Sat Sep 21 18:01:48 UTC 2019,Sat Sep 21 18:02:28 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.53566,-123.173845,0.00E+00,3.9,Sat Sep 21 18:01:00 UTC 2019,Raydiance,Taylor,PM,T,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,whaleinfo_y,L4 l44,behavior_n,,wwf_n,2,,,Kw,uuid:0306e57b-8826-4d6f-a9ed-1362ee0ae069
Sat Sep 21 18:29:54 UTC 2019,Sat Sep 21 18:30:52 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.52072667,-123.1733367,0.00E+00,3.9,Sat Sep 21 18:29:00 UTC 2019,Raydiance,Taylor,PM,WO,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_y,whaleinfo_y,L4 l44,behavior_n,,wwf_n,2,kayakwwf_n,,Kw,uuid:5119d03b-2184-4cd2-a136-2cce4df16be1
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sat Sep 21 18:33:59 UTC 2019,Sat Sep 21 18:34:38 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.5253,-123.1654417,0.00E+00,3.9,Sat Sep 21 18:34:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath no_go_zone,high speed within 1km,contact_no,photo_n,whaleinfo_y,L pod,behavior_n,,wwf_n,3,kayakwwf_n,,Kw,uuid:a74b95a2-a99c-4067-9a97-78b71c5e223c
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Sat Sep 21 19:00:53 UTC 2019,Sat Sep 21 19:01:39 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.50511333,-123.1533067,-4.400000095,3.9,Sat Sep 21 19:01:00 UTC 2019,Raydiance,Taylor,PM,F,,no_go_zone,no go zone,contact_no,photo_n,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:50a8962f-d7ae-4fd3-bdbe-7253502b6c58
Sat Sep 21 19:19:17 UTC 2019,Sat Sep 21 19:23:38 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49222833,-123.13728,-7.599999905,3.9,Sat Sep 21 19:19:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 400yd_inthepath,high speed within 1km,contact_no,photo_n,whaleinfo_y,L pid,behavior_n,,wwf_n,2,,,Kw,uuid:442b7163-4060-4c79-845a-cc29ec6bf4e6
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sat Sep 21 19:23:46 UTC 2019,Sat Sep 21 19:24:21 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49595,-123.13886,-8.300000191,3.9,Sat Sep 21 19:23:00 UTC 2019,Raydiance,Taylor,PM,F,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_y,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:9a89a5c8-7ef2-4c9d-9864-738d967e8d79
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sat Sep 21 19:24:24 UTC 2019,Sat Sep 21 19:24:56 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49564333,-123.139935,-8.300000191,3.9,Sat Sep 21 19:24:00 UTC 2019,Raydiance,Taylor,PM,WO,,300_yards_under_power 400yd_inthepath,300 yards under power,contact_no,photo_n,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:05a8dcae-ff1d-41b7-8f5e-454832badae1
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sat Sep 21 19:43:29 UTC 2019,Sat Sep 21 19:44:18 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49716,-123.143745,-8.199999809,3.9,Sat Sep 21 19:43:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,Lpod,behavior_n,,wwf_n,2,,,Kw,uuid:420f7958-9d24-494a-b7d3-55dfa8319079
Sat Sep 21 20:00:01 UTC 2019,Sat Sep 21 20:01:23 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49434667,-123.1401567,-7.400000095,3.9,Sat Sep 21 20:00:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:40de869d-6e55-4c1c-ae38-4f83797e9750
Sat Sep 21 20:28:05 UTC 2019,Sat Sep 21 20:28:39 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.49479667,-123.1309633,-7.400000095,3.9,Sat Sep 21 20:28:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km,high speed within 1km,contact_no,photo_n,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:32c27734-d756-4c8a-8adb-96d29d922689
Sat Sep 21 21:37:42 UTC 2019,Sat Sep 21 21:39:41 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.48993833,-123.1378067,-2.900000095,3.9,Sat Sep 21 21:37:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath no_go_zone,high speed within 1km,contact_no,photo_y,whaleinfo_y,L pod,behavior_n,,wwf_n,2,,,Kw,uuid:75e39e74-3914-4b5e-b346-27f5720d6c3a
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Sat Sep 21 21:55:45 UTC 2019,Sat Sep 21 21:57:00 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.48588333,-123.1216933,-2.900000095,3.9,Sat Sep 21 21:55:00 UTC 2019,Raydiance,Taylor,PM,T,,high_speed_within_1km 300_yards_under_power 400yd_inthepath,high speed within 1km,contact_no,photo_y,whaleinfo_y,L pod,behavior_n,,wwf_n,2,kayakwwf_n,,Kw,uuid:02210d2c-6404-45de-8fbd-d4a0c7079ff0
,,,,,,,,,,,,,,300 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Sat Sep 21 22:23:32 UTC 2019,Sat Sep 21 22:24:17 UTC 2019,Sat Sep 21 00:00:00 UTC 2019,48.474365,-123.0983317,-2.900000095,3.9,Sat Sep 21 22:23:00 UTC 2019,Raydiance,Taylor,PK,WO,1,300_yards_under_power paddle_whale,300 yards under power,contact_no,photo_y,whaleinfo_y,L pod,behavior_n,,wwf_n,1,,,Kw,uuid:18cd14bc-b080-448c-820c-ae5b4c279c7d
,,,,,,,,,,,,,,paddle whale,,,,,,,,,,,,
