start,end,today,geopoint_test:Latitude,geopoint_test:Longitude,geopoint_test:Altitude,geopoint_test:Accuracy,datetime_test,vessel,action,kayak_num,incidents,ODK conversion,select_photo,whaleinfo:whaleinfoYN,whaleinfo:whaleinfoY:whaleID,whaleinfo:whaleinfoY:Idphoto,whaleinfo:whaleinfoY:behavior,whaleinfo:whaleinfoY:behaviorchange,vesselwhaleflag,num_VWF,kayaklandflag,Initials,Comments,meta:instanceID
Mon Sep 03 20:07:30 UTC 2018,Mon Sep 03 20:09:06 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.49345667,-123.14642,-6.400000095,0.88,Mon Sep 03 20:07:00 UTC 2018,PM,T,,high_speed_within_400 200_yards_under_power 400yd_inthepath withinhalfmile_Limekiln Fast_withinquartermile_whales,high speed within 400,photo_y,info_yes,J and L pod,photo_n,behavior_unk,,vwf_n,2,,LMY,,uuid:40ef0442-c272-4a04-b8a8-45e2d163a20f
,,,,,,,,,,,,200 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,withinhalfmile Limekiln,,,,,,,,,,,,
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 03 20:09:20 UTC 2018,Mon Sep 03 20:11:18 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.496455,-123.1515483,-1.5,0.88,Mon Sep 03 20:09:00 UTC 2018,PS,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_n,info_yes,J 16s,photo_n,behavior_unk,,vwf_n,2,,LMY,,uuid:fc959abf-44af-49f4-9160-5dd1e9489528
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Mon Sep 03 20:11:25 UTC 2018,Mon Sep 03 20:28:52 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.50070167,-123.1572667,-1.600000024,0.88,Mon Sep 03 20:11:00 UTC 2018,PM,WO,,200_yards_under_power 400yd_inthepath no_go_zone shutdown_within200yds,200 yards under power,photo_y,info_yes,J and L pod,photo_y,behavior_unk,,vwf_n,2,klf_n,LMY,,uuid:7a8dc2c5-af0d-41f3-896e-46a1c280c1f9
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Mon Sep 03 20:13:38 UTC 2018,Mon Sep 03 20:14:48 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.50455,-123.1613683,-5.900000095,0.88,Mon Sep 03 20:13:00 UTC 2018,PM,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_y,info_yes,J and L pod,photo_y,behavior_y,Deep dived,vwf_n,2,,LMY,,uuid:d552ae80-7611-489d-8b18-5efd5aef982c
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Mon Sep 03 20:14:53 UTC 2018,Mon Sep 03 20:28:03 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.50677,-123.1636017,2.900000095,0.88,Mon Sep 03 20:14:00 UTC 2018,PM,WO,,high_speed_within_400 400yd_inthepath no_go_zone shutdown_within200yds withinhalfmile_Limekiln,high speed within 400,photo_y,info_yes,J and L pod,photo_n,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:c49e879c-fa73-4f39-adf0-3138e0e82cb4
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
,,,,,,,,,,,,withinhalfmile Limekiln,,,,,,,,,,,,
Mon Sep 03 20:21:00 UTC 2018,Mon Sep 03 20:22:00 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.51803,-123.16902,-7.099999905,0.88,Mon Sep 03 20:21:00 UTC 2018,PM,T,,high_speed_within_400 400yd_inthepath Fast_withinquartermile_whales,high speed within 400,,info_yes,J and L pod,photo_y,behavior_unk,,vwf_n,2,,LMY,,uuid:dfdb2da0-9046-4f44-a2ee-93e8437d438a
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 03 20:22:39 UTC 2018,Mon Sep 03 20:24:17 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.52064833,-123.167925,-4.400000095,0.88,Mon Sep 03 20:22:00 UTC 2018,PM,WO,,200_yards_under_power 400yd_inthepath withineighthmile_shore travel_behind100_400yds,200 yards under power,photo_y,info_yes,J and L pod,photo_y,behavior_y,Moved inshore,vwf_n,2,,LMY,,uuid:c9f3642f-e6ca-4d4f-b7bd-ad56fcd8476d
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,withineighthmile shore,,,,,,,,,,,,
,,,,,,,,,,,,travel behind100 400yds,,,,,,,,,,,,
Mon Sep 03 20:24:35 UTC 2018,Mon Sep 03 20:29:28 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.522535,-123.1637267,-3.5,0.88,Mon Sep 03 20:24:00 UTC 2018,PM,F,,400yd_inthepath shutdown_within200yds fishing_within200yds withineighthmile_shore,400yd inthepath,photo_y,info_yes,J and L pod,,behavior_unk,,vwf_n,2,,LMY,,uuid:5bcfee66-dd99-4e76-8ced-83b4aab971e9
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
,,,,,,,,,,,,fishing within200yds,,,,,,,,,,,,
,,,,,,,,,,,,withineighthmile shore,,,,,,,,,,,,
Mon Sep 03 22:54:02 UTC 2018,Mon Sep 03 22:55:37 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.68941,-123.2438733,79.90000153,1.22,Mon Sep 03 22:54:00 UTC 2018,PM,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_y,info_yes,J16s,photo_y,behavior_y,"2TS, 1CW",vwf_n,2,klf_n,LMY,,uuid:2c1783cb-13d6-469c-aca4-6bdc714f4e54
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Wed Sep 05 19:03:00 UTC 2018,Wed Sep 05 19:03:50 UTC 2018,Wed Sep 05 00:00:00 UTC 2018,48.650835,-123.030895,-5,3.9,Wed Sep 05 19:03:00 UTC 2018,PM,WO,,200_yards_under_power,200 yards under power,photo_n,info_yes,L pod,photo_n,behavior_n,,vwf_n,3,,Dka,,uuid:298c447c-2088-43a4-9d8d-f3483ea1abb4
Mon Sep 03 18:25:55 UTC 2018,Mon Sep 03 18:27:01 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.38295333,-123.07922,-7.900000095,0.97,Mon Sep 03 18:26:00 UTC 2018,PM,T,,Fast_withinquartermile_whales,Fast withinquartermile whales,photo_n,info_yes,J16s,photo_n,behavior_unk,,vwf_n,1,klf_n,LMY,,uuid:cf2f45f6-b04b-412a-8ddd-051a49b00b79
Mon Sep 03 18:52:24 UTC 2018,Mon Sep 03 18:53:36 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.39458,-123.120265,-8,0.96,Mon Sep 03 18:52:00 UTC 2018,PM,T,,Fast_withinquartermile_whales,Fast withinquartermile whales,photo_n,info_yes,J16s,photo_n,behavior_unk,,vwf_n,1,,LMY,,uuid:67f76c4b-a8b2-410e-bf3a-c56347705d84
Mon Sep 03 19:06:27 UTC 2018,Mon Sep 03 19:07:28 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.41816333,-123.12532,-10.30000019,0.84,Mon Sep 03 19:06:00 UTC 2018,PM,WO,,200_yards_under_power 400yd_inthepath,200 yards under power,photo_y,info_yes,L pod,photo_n,behavior_unk,,vwf_n,3,klf_n,LMY,,uuid:b962e728-1ee5-4ef4-b830-8ab9c4ea1a0f
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Mon Sep 03 19:39:55 UTC 2018,Mon Sep 03 19:41:25 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.46759333,-123.1071917,-12.19999981,0.77,Mon Sep 03 19:40:00 UTC 2018,PM,T,,Fast_withinquartermile_whales,Fast withinquartermile whales,photo_n,info_yes,L and J pod,photo_n,behavior_unk,,vwf_n,2,,LMY,,uuid:3ac7964e-5434-4300-a6b7-c81ec1eb4afc
Mon Sep 03 19:43:28 UTC 2018,Mon Sep 03 19:45:01 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.475835,-123.1109167,-8.800000191,0.83,Mon Sep 03 19:43:00 UTC 2018,PM,T,,high_speed_within_400 200_yards_under_power 400yd_inthepath shutdown_within200yds travel_behind100_400yds,high speed within 400,photo_y,info_yes,J and L pod,photo_y,behavior_y,Changed direction,vwf_n,1,klf_n,LMY,,uuid:0520971f-fd01-49ce-adf2-efdeb53c1ba2
,,,,,,,,,,,,200 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
,,,,,,,,,,,,travel behind100 400yds,,,,,,,,,,,,
Mon Sep 03 20:50:44 UTC 2018,Mon Sep 03 20:51:42 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.54956667,-123.17637,-1,0.84,Mon Sep 03 20:50:00 UTC 2018,PM,T,,high_speed_within_400,high speed within 400,photo_y,info_yes,J and L pod,photo_n,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:3fb70577-a840-424d-8799-56cc4dbc7482
Mon Sep 03 20:51:51 UTC 2018,Mon Sep 03 20:54:19 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.55115667,-123.1767033,2.799999952,0.84,Mon Sep 03 20:51:00 UTC 2018,PM,WO,,shutdown_within200yds,shutdown within200yds,photo_y,info_yes,J and L pod,photo_y,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:b4965e6e-1a46-4b08-b0c6-9bf1f77c84e3
Mon Sep 03 20:54:58 UTC 2018,Mon Sep 03 20:56:29 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.55296167,-123.177035,0.5,0.85,Mon Sep 03 20:55:00 UTC 2018,PM,WO,,shutdown_within200yds,shutdown within200yds,photo_y,info_yes,J and L pod,photo_y,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:c14868b5-3edb-4de1-8b95-cb6220a4bed7
Mon Sep 03 20:59:34 UTC 2018,Mon Sep 03 21:02:40 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.55901833,-123.1804967,-11.60000038,0.86,Mon Sep 03 20:59:00 UTC 2018,PM,WO,,400yd_inthepath no_go_zone shutdown_within200yds,400yd inthepath,photo_y,info_yes,J and L pod,photo_y,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:099e3c97-4836-40cd-a87d-36f594f3e0ff
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Fri Sep 07 21:22:26 UTC 2018,Fri Sep 07 21:23:44 UTC 2018,Fri Sep 07 00:00:00 UTC 2018,48.4369317,-122.9797683,-22.3,10,Fri Sep 07 21:22:00 UTC 2018,PM,T,,no_go_zone Fast_withinquartermile_whales fast_departurewithin400yds,no go zone,photo_n,info_yes,J pod,photo_n,behavior_unk,,vwf_n,1,klf_n,LMY,,uuid:ab0e1deb-a422-454f-9f54-f8c602d8fabd
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
,,,,,,,,,,,,fast departurewithin400yds,,,,,,,,,,,,
Fri Sep 07 23:50:38 UTC 2018,Fri Sep 07 23:52:35 UTC 2018,Fri Sep 07 00:00:00 UTC 2018,48.5177559,-123.1676471,-11.5,10,Fri Sep 07 23:50:00 UTC 2018,PM,WO,,400yd_inthepath no_go_zone shutdown_within200yds withinhalfmile_Limekiln,400yd inthepath,photo_y,info_yes,J50,photo_n,behavior_y,Pushed offshore,vwf_n,1,,LMY,,uuid:88cf6fb4-53fb-44b1-8938-fc61911e34d4
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
,,,,,,,,,,,,withinhalfmile Limekiln,,,,,,,,,,,,
Mon Sep 03 22:06:51 UTC 2018,Mon Sep 03 22:09:00 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.63431667,-123.2251633,-23.29999924,0.83,Mon Sep 03 22:06:00 UTC 2018,PS,T,,high_speed_within_400 400yd_inthepath,high speed within 400,photo_y,info_yes,J and L pod,photo_n,behavior_unk,,vwf_n,2,klf_n,LMY,,uuid:6333318c-99d5-4332-a100-c19de04d8ecb
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Fri Sep 07 00:33:56 UTC 2018,Fri Sep 07 00:35:02 UTC 2018,Fri Sep 07 00:00:00 UTC 2018,48.5680917,-123.1962617,-17.5,10,Fri Sep 07 00:34:00 UTC 2018,PM,WO,,withineighthmile_shore,withineighthmile shore,photo_y,info_yes,J16's,photo_y,behavior_n,,vwf_n,1,klf_n,LMY,,uuid:ad85fa19-7567-4380-8214-ea2c4d4fd59c
Mon Sep 03 22:14:43 UTC 2018,Mon Sep 03 22:16:23 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.64472833,-123.226065,-5.800000191,0.78,Mon Sep 03 22:14:00 UTC 2018,PS,T,,,,photo_y,info_yes,J16s,photo_y,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:e0dd3684-a18e-4e0b-b158-a8ea84eb7e5b
Mon Sep 03 21:11:27 UTC 2018,Mon Sep 03 21:13:48 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.57159833,-123.192485,3.200000048,0.84,Mon Sep 03 21:11:00 UTC 2018,PK,T,1,400yd_inthepath paddle_whale no_go_zone,400yd inthepath,photo_y,info_yes,J and L pod,photo_y,behavior_n,,vwf_n,2,klf_n,LMY,,uuid:8feb5549-6b59-4bc4-9eb8-3af475de7077
,,,,,,,,,,,,paddle whale,,,,,,,,,,,,
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Mon Sep 03 21:23:11 UTC 2018,Mon Sep 03 21:28:59 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.58227833,-123.20572,19.60000038,0.93,Mon Sep 03 21:23:00 UTC 2018,PM,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_y,info_yes,J16s,photo_y,behavior_y,Deep dived,vwf_y,2,klf_n,LMY,,uuid:51e95df8-b2fa-439f-a12b-6366d6e09713
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Mon Sep 03 21:25:13 UTC 2018,Mon Sep 03 21:29:20 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.58477333,-123.2066617,9.300000191,0.93,Mon Sep 03 21:25:00 UTC 2018,PM,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_y,info_yes,J16s,photo_y,behavior_y,Deep dived,vwf_n,3,klf_n,LMY,,uuid:a955869e-5d32-4083-adf9-6727d9f3f13d
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Mon Sep 03 21:26:41 UTC 2018,Mon Sep 03 21:28:03 UTC 2018,Mon Sep 03 00:00:00 UTC 2018,48.58638,-123.2070967,-11.5,0.93,Mon Sep 03 21:26:00 UTC 2018,PM,WO,,400yd_inthepath shutdown_within200yds,400yd inthepath,photo_y,info_yes,J16s,photo_y,behavior_y,Deep dived,vwf_n,3,klf_n,LMY,,uuid:af12a10f-37fe-430d-87ba-e6df4af94f33
,,,,,,,,,,,,shutdown within200yds,,,,,,,,,,,,
Tue Sep 11 19:06:35 UTC 2018,Tue Sep 11 19:08:07 UTC 2018,Tue Sep 11 00:00:00 UTC 2018,48.94713667,-123.0641483,-3.400000095,3.9,Tue Sep 11 19:06:00 UTC 2018,EC,T,,Fast_withinquartermile_whales fast_departurewithin400yds,Fast withinquartermile whales,photo_n,info_yes,Js,photo_n,behavior_n,,vwf_n,2,,Dka,,uuid:98ae7c3e-292a-4334-8d6d-2e493b358d22
,,,,,,,,,,,,fast departurewithin400yds,,,,,,,,,,,,
Wed Sep 12 19:57:07 UTC 2018,Wed Sep 12 19:58:15 UTC 2018,Wed Sep 12 00:00:00 UTC 2018,48.647695,-122.6876233,27.10000038,3.9,Wed Sep 12 19:57:00 UTC 2018,PM,WO,,200_yards_under_power 400yd_inthepath,200 yards under power,photo_y,info_yes,L pod,photo_y,behavior_n,,vwf_n,1,klf_n,LMY,,uuid:dcd088ef-9a51-44cc-a337-32701b223175
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
Wed Sep 12 20:43:20 UTC 2018,Wed Sep 12 20:44:23 UTC 2018,Wed Sep 12 00:00:00 UTC 2018,48.57337167,-122.7513667,27.10000038,3.9,Wed Sep 12 20:43:00 UTC 2018,PM,WO,,200_yards_under_power 400yd_inthepath travel_behind100_400yds,200 yards under power,photo_y,info_yes,J and L pod,photo_n,behavior_unk,,vwf_n,1,,LMY,,uuid:60362885-1283-4a29-9bac-14978b0b3c28
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,travel behind100 400yds,,,,,,,,,,,,
Thu Sep 13 20:24:34 UTC 2018,Thu Sep 13 22:06:13 UTC 2018,Thu Sep 13 00:00:00 UTC 2018,48.29190833,-123.4024317,-5,3.9,Thu Sep 13 20:25:00 UTC 2018,EC,WO,,200_yards_under_power 400yd_inthepath travel_behind100_400yds,200 yards under power,photo_n,info_yes,J35,photo_n,behavior_y,1 tail slap,vwf_n,1,,Dka,Ocean magic,uuid:ade90567-c675-4fe2-9431-e569adfdf006
,,,,,,,,,,,,400yd inthepath,,,,,,,,,,,,
,,,,,,,,,,,,travel behind100 400yds,,,,,,,,,,,,
Thu Sep 13 22:04:32 UTC 2018,Thu Sep 13 22:05:31 UTC 2018,Thu Sep 13 00:00:00 UTC 2018,48.39093333,-123.2041217,-6.900000095,3.9,Thu Sep 13 22:04:00 UTC 2018,EU,T,,high_speed_within_400,high speed within 400,photo_n,info_yes,J and K,photo_n,behavior_n,,vwf_n,1,klf_n,Dka,IE5,uuid:f7044e28-5081-455c-9e38-64e17ebfc198
Thu Sep 13 00:33:50 UTC 2018,Thu Sep 13 00:35:14 UTC 2018,Thu Sep 13 00:00:00 UTC 2018,,,,,Thu Sep 13 00:33:00 UTC 2018,EC,WO,,200_yards_under_power,200 yards under power,photo_n,info_yes,Ks,photo_n,behavior_n,,vwf_n,1,,Dka,"Off of False Bay, K-Ko",uuid:f3d98c28-b442-4e5a-a95f-67093393be0a
Sun Sep 23 20:47:51 UTC 2018,Sun Sep 23 21:14:42 UTC 2018,Sun Sep 23 00:00:00 UTC 2018,48.45057333,-123.0410417,-13.39999962,0.83,Sun Sep 23 21:13:00 UTC 2018,PM,WO,,400yd_inthepath,400yd inthepath,photo_y,info_yes,J26,photo_y,behavior_n,,vwf_n,1,,Adn,,uuid:3e4a728a-24ad-4b6e-8431-1dcac2e2387a
Sun Sep 23 21:37:32 UTC 2018,Sun Sep 23 21:40:54 UTC 2018,Sun Sep 23 00:00:00 UTC 2018,48.45936833,-123.0809883,-1.700000048,1.07,Sun Sep 23 21:37:00 UTC 2018,PM,F,,no_go_zone fishing_within200yds,no go zone,photo_y,info_yes,J pod,,behavior_unk,,vwf_n,2,,Adn,21 fishing boats off eagle point when whales are present,uuid:3683d662-900e-48fa-a082-1189220aa844
,,,,,,,,,,,,fishing within200yds,,,,,,,,,,,,
Sun Sep 23 22:11:36 UTC 2018,Sun Sep 23 22:14:20 UTC 2018,Sun Sep 23 00:00:00 UTC 2018,48.487835,-123.1196617,-24,0.89,Sun Sep 23 22:11:00 UTC 2018,EC,WO,,no_go_zone,no go zone,photo_n,info_yes,J,photo_n,behavior_unk,,vwf_n,1,,Adn,Orca spirit adventures zodiac,uuid:36ebdee4-3cc1-4a72-81a1-60088e1e2d60
Mon Sep 24 18:37:17 UTC 2018,Mon Sep 24 18:40:15 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.47647667,-123.1059383,-22.79999924,0.79,Mon Sep 24 18:37:00 UTC 2018,PM,T,,high_speed_within_400 200_yards_under_power no_go_zone,high speed within 400,photo_y,info_yes,J,photo_y,behavior_unk,,vwf_n,2,,Adn,,uuid:a7d29e82-76ec-40b7-aecf-676d16a2db0f
,,,,,,,,,,,,200 yards under power,,,,,,,,,,,,
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
Mon Sep 24 19:23:12 UTC 2018,Mon Sep 24 19:25:12 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.45859,-123.0615883,25.10000038,0.81,Mon Sep 24 19:23:00 UTC 2018,PM,F,,no_go_zone fishing_within200yds withineighthmile_shore,no go zone,photo_y,,J pod,photo_y,behavior_unk,,vwf_n,2,klf_n,TGS,14 vessels within No Go Zone,uuid:41b73f36-6243-47e1-85b4-e7805c290cc4
,,,,,,,,,,,,fishing within200yds,,,,,,,,,,,,
,,,,,,,,,,,,withineighthmile shore,,,,,,,,,,,,
Mon Sep 24 19:36:39 UTC 2018,Mon Sep 24 19:38:06 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.45656333,-123.0558033,7.599999905,0.86,Mon Sep 24 19:36:00 UTC 2018,PM,T,,no_go_zone Fast_withinquartermile_whales,no go zone,photo_n,info_yes,J pod,photo_n,behavior_unk,,vwf_n,3,klf_n,Adn,,uuid:4968b680-2bbb-441a-8e3c-b4862d3ae596
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 24 20:16:16 UTC 2018,Mon Sep 24 20:17:46 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.43861,-123.02085,-28.20000076,0.94,Mon Sep 24 20:16:00 UTC 2018,PM,T,,high_speed_within_400 no_go_zone Fast_withinquartermile_whales,high speed within 400,photo_y,info_yes,J pod,photo_y,behavior_unk,,vwf_n,4,klf_n,TGS,,uuid:aa783392-e694-4771-ad35-e3c24ee7717f
,,,,,,,,,,,,no go zone,,,,,,,,,,,,
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 24 20:22:06 UTC 2018,Mon Sep 24 20:22:57 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.43725833,-123.0127167,-25.60000038,0.84,Mon Sep 24 20:22:00 UTC 2018,PM,T,,no_go_zone Fast_withinquartermile_whales,no go zone,photo_n,,J,photo_n,behavior_n,,vwf_n,3,klf_n,Adn,,uuid:0e426db9-704f-4abf-a438-a3a5cdbacdde
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 24 20:26:48 UTC 2018,Mon Sep 24 20:27:44 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.43817667,-123.0056683,-2.400000095,0.84,Mon Sep 24 20:26:00 UTC 2018,PM,T,,no_go_zone Fast_withinquartermile_whales,no go zone,photo_n,info_yes,J,photo_n,behavior_n,,vwf_n,3,,Adn,,uuid:b23002c3-c619-43eb-b472-b5bfcb8b5d57
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 24 22:11:24 UTC 2018,Mon Sep 24 22:13:13 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.501505,-123.1484633,-7.900000095,0.83,Mon Sep 24 22:11:00 UTC 2018,EC,WO,,no_go_zone,no go zone,photo_y,info_yes,J pod,photo_n,behavior_n,,vwf_n,3,klf_n,TGS,Maruder IV,uuid:504d55b5-3190-41bb-93d0-2a5751a7e592
Mon Sep 24 20:22:15 UTC 2018,Mon Sep 24 20:23:17 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.43723833,-123.0124333,-4,3.9,Mon Sep 24 20:22:00 UTC 2018,PM,T,,no_go_zone Fast_withinquartermile_whales,no go zone,photo_n,info_yes,J pod,photo_n,behavior_unk,,vwf_n,2,klf_n,TGS,,uuid:283e4432-38da-4509-9b19-fa16857d14f0
,,,,,,,,,,,,Fast withinquartermile whales,,,,,,,,,,,,
Mon Sep 24 20:48:49 UTC 2018,Mon Sep 24 20:49:49 UTC 2018,Mon Sep 24 00:00:00 UTC 2018,48.45219667,-123.03489,-1.899999976,3.9,Mon Sep 24 20:48:00 UTC 2018,PM,F,,no_go_zone fishing_within200yds,no go zone,photo_n,info_yes,J,photo_n,behavior_y,Tail slap,vwf_n,2,klf_n,TGS,,uuid:d66763aa-d102-4259-b73c-788891af0c19
,,,,,,,,,,,,fishing within200yds,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total # of violations,,474,**excluding unknown,,,,,100 yrds,11,,,,,,,,,,,,
,,,,,,,,,,,200 yrds,54,,,,,,,,,,,,
,,,,,,,,,,,300 yrds,0,,,,,,,,,,,,
,,,,,,,,,,,400 yrds,0,,,,,,,,,,,,
,,,# Boat counts,,332,(from 2018 Boat Count form),,,,,in the path,110,,,,,,,,,,,,
,,,,,,,,,,,inshore,0,,,,,,,,,,,,
,,,,,,,,,,,drone,0,,,,,,,,,,,,
,,,,,,,,,,,fast approach,0,,,,,,,,,,,,
,,,Overall rate,,2.855421687,,,,,,fast departure,22,,,,,,,,,,,,
,,,,,,,,,,,high speed w/in 400,52,,,,,,,,,,,,
,,,,,,,,,,,fast w/in quarter mile,54,,,,,,,,,,,,
,,,,,,,,,,,fishing 100y,4,,,,,,,,,,,,
,,,,,,,,,,,fishing 200y,7,,,,,,,,,,,,
,,,,,,,,,,,fishing inshore,0,,,,,,,,,,,,
,,,,,,,,,,,paddling,5,,,,,,,,,,,,
,,,,,,,,,,,kayaks outside ngz,0,,,,,,,,,,,,
,,,,,,,,,,,spread kayaks w/ whales,2,,,,,,,,,,,,
,,,,,,,,,,,offshore whales,0,,,,,,,,,,,,
,,,,,,,,,,,shutdown within 100 yrd,9,,,,,,,,,,,,
,,,,,,,,,,,shutdown within 200 yrd,41,,,,,,,,,,,,
,,,,,,,,,,,sji ngz,54,,,,,,,,,,,,
,,,,,,,,,,,travel behind,31,,,,,,,,,,,,
,,,,,,,,,,,within 1/8 mi,11,,,,,,,,,,,,
,,,,,,,,,,,within 1/2 mi LK,7,,,,,,,,,,,,
,,,,,,,,,,,aircraft under1000ft,0,,,,,,,,,,,,
,,,,,,,,,,,unknown,1,,,,,,,,,,,,
,,,,,,,,,,,within 200 refuge,0,,,,,,,,,,,,
